[04-06-23 22:01:32.084] LOG  : General     , 1685908892084> cachedir set to "C:\Users\User\Zomboid".
[04-06-23 22:01:32.113] LOG  : General     , 1685908892113> 04-06-2023 22:01:32.
[04-06-23 22:01:32.113] LOG  : General     , 1685908892113> cachedir is "C:\Users\User\Zomboid".
[04-06-23 22:01:32.114] LOG  : General     , 1685908892114> LogFileDir is "C:\Users\User\Zomboid\Logs".
[04-06-23 22:01:32.115] LOG  : General     , 1685908892115> ===== System specs =====.
[04-06-23 22:01:32.117] LOG  : General     , 1685908892117> OS: Windows 10, version: 10.0, arch: amd64.
[04-06-23 22:01:32.117] LOG  : General     , 1685908892117> Processor: AMD64 Family 23 Model 8 Stepping 2, AuthenticAMD.
[04-06-23 22:01:32.118] LOG  : General     , 1685908892118> Processor cores: 16.
[04-06-23 22:01:32.119] LOG  : General     , 1685908892119> Available processors (cores): 16.
[04-06-23 22:01:32.121] LOG  : General     , 1685908892121> Memory free: 374.76236 MB.
[04-06-23 22:01:32.122] LOG  : General     , 1685908892122> Memory max: 3072.0 MB.
[04-06-23 22:01:32.122] LOG  : General     , 1685908892122> Memory  total available to JVM: 384.0 MB.
[04-06-23 22:01:32.128] LOG  : General     , 1685908892127> C:\, Total: 460.36273 GB, Free: 222.55682 GB.
[04-06-23 22:01:32.128] LOG  : General     , 1685908892128> D:\, Total: 931.51074 GB, Free: 304.43658 GB.
[04-06-23 22:01:32.128] LOG  : General     , 1685908892128> E:\, Total: 1863.0146 GB, Free: 219.01683 GB.
[04-06-23 22:01:32.128] LOG  : General     , 1685908892128> F:\, Total: 3726.0059 GB, Free: 2434.1733 GB.
[04-06-23 22:01:32.129] LOG  : General     , 1685908892129> G:\, Total: 2.0304184 GB, Free: 2.0017586 GB.
[04-06-23 22:01:32.346] LOG  : General     , 1685908892346> Mobo = [Product=TUF B450M-PLUS GAMING].
[04-06-23 22:01:32.527] LOG  : General     , 1685908892527> CPU = [Manufacturer=AuthenticAMD,MaxClockSpeed=3700,Name=AMD Ryzen 7 2700X Eight-Core Processor].
[04-06-23 22:01:32.719] LOG  : General     , 1685908892719> Graphics = [AdapterRAM=4293918720,DriverVersion=31.0.15.3179,Name=NVIDIA GeForce RTX 2060 SUPER].
[04-06-23 22:01:32.900] LOG  : General     , 1685908892900> VideoMode = [VideoModeDescription=1920 x 1080 x 4294967296 colors].
[04-06-23 22:01:33.109] LOG  : General     , 1685908893109> Sound = { [Manufacturer=NVIDIA,Name=NVIDIA High Definition Audio], [Manufacturer=GAMDIAS Technology Co., Ltd.,Name=GAMDIAS GAMING HEADSET], [Manufacturer=NVIDIA,Name=NVIDIA Virtual Audio Device (Wave Extensible) (WDM)], [Manufacturer=Microsoft,Name=High Definition Audio Device], [Manufacturer=Dev47Apps.com,Name=DroidCam Virtual Audio], [Manufacturer=Virtual Desktop,Name=Virtual Desktop Audio] }.
[04-06-23 22:01:33.289] LOG  : General     , 1685908893288> Memory RAM = { [Capacity=8589934592,Manufacturer=Kingston], [Capacity=8589934592,Manufacturer=Kingston], [Capacity=8589934592,Manufacturer=Kingston] }.
[04-06-23 22:01:33.289] LOG  : General     , 1685908893289> ========================.
[04-06-23 22:01:33.290] LOG  : General     , 1685908893290> -- listing properties --.
[04-06-23 22:01:33.290] LOG  : General     , 1685908893290> java.specification.version=17.
[04-06-23 22:01:33.290] LOG  : General     , 1685908893290> sun.cpu.isalist=amd64.
[04-06-23 22:01:33.291] LOG  : General     , 1685908893291> sun.jnu.encoding=MS932.
[04-06-23 22:01:33.291] LOG  : General     , 1685908893291> java.class.path=.;commons-compress-1.18.jar;istack-co....
[04-06-23 22:01:33.291] LOG  : General     , 1685908893291> java.vm.vendor=Azul Systems, Inc..
[04-06-23 22:01:33.292] LOG  : General     , 1685908893292> sun.arch.data.model=64.
[04-06-23 22:01:33.292] LOG  : General     , 1685908893292> user.variant=.
[04-06-23 22:01:33.292] LOG  : General     , 1685908893292> java.vendor.url=http://www.azul.com/.
[04-06-23 22:01:33.293] LOG  : General     , 1685908893293> user.timezone=Europe/Zagreb.
[04-06-23 22:01:33.294] LOG  : General     , 1685908893293> zomboid.steam=1.
[04-06-23 22:01:33.294] LOG  : General     , 1685908893294> java.vm.specification.version=17.
[04-06-23 22:01:33.294] LOG  : General     , 1685908893294> os.name=Windows 10.
[04-06-23 22:01:33.295] LOG  : General     , 1685908893295> user.country=GB.
[04-06-23 22:01:33.295] LOG  : General     , 1685908893295> sun.boot.library.path=F:\SteamLibrary\steamapps\common\Proj....
[04-06-23 22:01:33.295] LOG  : General     , 1685908893295> zomboid.znetlog=1.
[04-06-23 22:01:33.296] LOG  : General     , 1685908893296> jdk.debug=release.
[04-06-23 22:01:33.296] LOG  : General     , 1685908893296> sun.cpu.endian=little.
[04-06-23 22:01:33.297] LOG  : General     , 1685908893297> user.home=C:\Users\User.
[04-06-23 22:01:33.297] LOG  : General     , 1685908893297> user.language=en.
[04-06-23 22:01:33.297] LOG  : General     , 1685908893297> java.specification.vendor=Oracle Corporation.
[04-06-23 22:01:33.298] LOG  : General     , 1685908893298> java.version.date=2021-10-19.
[04-06-23 22:01:33.298] LOG  : General     , 1685908893298> java.home=F:\SteamLibrary\steamapps\common\Proj....
[04-06-23 22:01:33.298] LOG  : General     , 1685908893298> file.separator=\.
[04-06-23 22:01:33.299] LOG  : General     , 1685908893299> java.vm.compressedOopsMode=Zero based.
[04-06-23 22:01:33.299] LOG  : General     , 1685908893299> line.separator=.
[04-06-23 22:01:33.299] LOG  : General     , 1685908893299> java.vm.specification.vendor=Oracle Corporation.
[04-06-23 22:01:33.300] LOG  : General     , 1685908893300> java.specification.name=Java Platform API Specification.
[04-06-23 22:01:33.300] LOG  : General     , 1685908893300> java.awt.headless=true.
[04-06-23 22:01:33.300] LOG  : General     , 1685908893300> user.script=.
[04-06-23 22:01:33.301] LOG  : General     , 1685908893301> sun.management.compiler=HotSpot 64-Bit Tiered Compilers.
[04-06-23 22:01:33.301] LOG  : General     , 1685908893301> java.runtime.version=17.0.1+12-LTS.
[04-06-23 22:01:33.301] LOG  : General     , 1685908893301> user.name=User.
[04-06-23 22:01:33.302] LOG  : General     , 1685908893302> path.separator=;.
[04-06-23 22:01:33.302] LOG  : General     , 1685908893302> os.version=10.0.
[04-06-23 22:01:33.302] LOG  : General     , 1685908893302> java.runtime.name=OpenJDK Runtime Environment.
[04-06-23 22:01:33.303] LOG  : General     , 1685908893303> file.encoding=Cp1252.
[04-06-23 22:01:33.303] LOG  : General     , 1685908893303> java.vm.name=OpenJDK 64-Bit Server VM.
[04-06-23 22:01:33.303] LOG  : General     , 1685908893303> java.vendor.version=Zulu17.30+15-CA.
[04-06-23 22:01:33.304] LOG  : General     , 1685908893304> java.vendor.url.bug=http://www.azul.com/support/.
[04-06-23 22:01:33.304] LOG  : General     , 1685908893304> java.io.tmpdir=C:\Users\User\AppData\Local\Temp\.
[04-06-23 22:01:33.304] LOG  : General     , 1685908893304> java.version=17.0.1.
[04-06-23 22:01:33.305] LOG  : General     , 1685908893305> user.dir=F:\SteamLibrary\steamapps\common\Proj....
[04-06-23 22:01:33.305] LOG  : General     , 1685908893305> os.arch=amd64.
[04-06-23 22:01:33.305] LOG  : General     , 1685908893305> java.vm.specification.name=Java Virtual Machine Specification.
[04-06-23 22:01:33.306] LOG  : General     , 1685908893306> sun.os.patch.level=.
[04-06-23 22:01:33.306] LOG  : General     , 1685908893306> native.encoding=Cp1252.
[04-06-23 22:01:33.306] LOG  : General     , 1685908893306> java.library.path=win64/;..
[04-06-23 22:01:33.307] LOG  : General     , 1685908893307> java.vm.info=mixed mode, sharing.
[04-06-23 22:01:33.307] LOG  : General     , 1685908893307> java.vendor=Azul Systems, Inc..
[04-06-23 22:01:33.307] LOG  : General     , 1685908893307> java.vm.version=17.0.1+12-LTS.
[04-06-23 22:01:33.308] LOG  : General     , 1685908893308> sun.io.unicode.encoding=UnicodeLittle.
[04-06-23 22:01:33.308] LOG  : General     , 1685908893308> java.class.version=61.0.
[04-06-23 22:01:33.308] LOG  : General     , 1685908893308> -----.
[04-06-23 22:01:33.309] LOG  : General     , 1685908893309> version=41.78.16 demo=false.
[04-06-23 22:01:34.640] LOG  : General     , 1685908894639> LightingFPS set to 60.
[04-06-23 22:01:34.685] LOG  : General     , 1685908894685> [javafmodJNI] Init: Start.
[04-06-23 22:01:34.686] LOG  : General     , 1685908894686> [javafmodJNI] Init: WIN 64.
[04-06-23 22:01:34.716] LOG  : General     , 1685908894716> closest width=640 freq=59.
